-2.726672155755447968e-01,-8.958623569884089921e-01,1.688973567534944875e+00,1.885809934231573282e+00,5.286225626786242859e-01,2.229509515033929468e+00
-1.546545581908635170e-01,-8.099008433228312986e-01,1.986661714184001948e+00,1.567510518641956896e+00,-1.290141758477986178e-02,2.229483416055246803e+00
-1.530699773422663501e-01,-8.099024412194854028e-01,2.034347744030742700e+00,2.442625252841994499e+00,8.232123877154834402e-02,2.229624030960803083e+00
-2.397697192620139653e-02,-8.068722965311931894e-01,1.874315730966791271e+00,2.982482094263009254e-01,4.593580037834074647e-02,-1.704423097650712381e-04
-6.627116582996779581e-02,-8.068722965311931894e-01,1.876713641212298667e+00,6.273334274307382774e-01,5.011909381863721702e-02,8.444921100896525257e-01
-1.739773897960424365e-01,-8.610569720699453589e-01,1.721114726098893044e+00,1.604421398718236969e+00,4.140179525409174444e-01,8.444622826854436548e-01
3.457978854252296563e-01,-1.046169571015827193e+00,1.428126526141607622e+00,6.917337225949254931e-01,8.906572086378491404e-01,8.444031605092439108e-01
4.294613573861779665e-01,-1.088792931630327310e+00,1.444396842505337730e+00,5.445203028058523964e-01,9.437686302572994013e-01,1.613423948467140878e+00
3.749571025166162364e-01,-1.298910482683180989e+00,9.555605749319522335e-01,8.129112806190569307e-01,1.360231897311127591e+00,1.613428209524885082e+00
3.457904285741774664e-01,-1.443346491771410500e+00,6.553773126575996866e-01,8.662336245968413895e-01,1.591586027528491210e+00,1.613420752673832892e+00
2.512290351165159530e-01,-1.576230240683094364e+00,3.067263827565681611e-01,9.797399471009996530e-01,1.811492826116258170e+00,1.613461232722402050e+00
-2.708733102652673974e-01,-1.348061251129465399e+00,7.278773459611538321e-01,1.695438657397221105e+00,1.489390949122226582e+00,1.613423948467140878e+00
-2.272619168863478367e-01,-1.003524372480388394e+00,1.386645129002533450e+00,1.669217173304300861e+00,8.566278688610345915e-01,1.613450047445823765e+00
-2.260768102012625513e-01,-1.003502534559449710e+00,1.386667499555690020e+00,1.669405725109478489e+00,8.566760720767651049e-01,2.662369598603266496e+00
2.184306083955360744e-01,-9.706364635467817914e-01,1.476586470601125578e+00,8.506578606454040514e-01,7.850665998417334368e-01,2.287455106664091797e+00
2.062133568947975559e-01,-9.816438409642972429e-01,1.443532913047716137e+00,8.885932587930377435e-01,8.078699166755368699e-01,1.287390446755825257e+00
-1.478800090099199327e-01,-1.494972934767032635e+00,3.785792679152330531e-01,1.528739686860365321e+00,1.739184806727298804e+00,1.287449568932025112e+00
-2.682149428651502965e-01,-1.426223963858854971e+00,5.780889157140831625e-01,-1.046466779793479907e+00,-1.620407822109764640e+00,1.287486586871177119e+00
-1.983533032535376994e-01,-1.563454524301766124e+00,2.640087462394791751e-01,-1.126198627037144240e+00,-1.828833200605981979e+00,1.287460754208603397e+00
1.927912913169071984e-01,-1.379089740989978718e+00,6.537437296449450930e-01,-1.667616080856945349e+00,-1.564022310246170999e+00,1.844323743402537019e+00
