-4.190792168419711361e-01,1.197127561552482566e+00,-2.371687860761288735e-01,-9.518522717100001973e-01,7.684231961533332100e-01,1.511700604079307730e+00,7.915322637260191474e-01
-3.596470588057422146e-01,1.283664620663504952e+00,-2.363911943623729639e-01,-7.260768065988064679e-01,5.051093357374865089e-01,1.426837439261454232e+00,1.110550543165765180e+00
-1.101529734470984012e-01,1.305131427828602364e+00,-2.375735631702348694e-01,-7.120520821481231000e-01,-1.645289065984094079e-01,1.455289596313012579e+00,1.113911574796183857e+00
-2.016214534675590114e-02,8.198761034550473559e-01,-2.573046001130067650e-01,-1.638203510723483358e+00,-3.468340989896379067e-01,2.332936289550021414e+00,1.016859239063913511e+00
2.762894079259374872e-02,7.624985939689545855e-01,-3.137855467870686588e-01,-1.804987634286392417e+00,-5.137726782945341020e-01,2.587816274265704042e+00,2.074344016820563574e+00
-2.261405850387127048e-01,7.992113700498606477e-01,-2.037694425277453147e-01,-2.135135927964029623e+00,-3.076953967412300317e-01,3.691749071801059490e+00,2.072663675955738860e+00
-5.637113112740429477e-01,9.191812452161344238e-01,-9.482233316062289863e-02,-1.689010485260092009e+00,-1.599443147128582154e+00,3.708231036996912255e+00,2.073331355946379517e+00
-7.098265804282570812e-01,7.798408972358135127e-01,2.120210001752843298e-01,-1.821360084574726868e+00,1.268639197374912264e+00,2.415869683055483108e+00,-1.516073467180772294e+00
-6.969234802801995698e-01,8.456592080346299056e-01,1.946121966947936544e-01,-1.644774648524318206e+00,8.018682191749131327e-01,2.241157629847526422e+00,4.712076872242146885e-01
-1.523363908484377083e+00,1.442936116167541138e+00,1.124502849048853115e+00,-1.759360222860969047e+00,-6.727047818845169891e-01,2.479976341901117820e+00,4.830866765885748482e-01
-1.579818072640770232e+00,1.443293622298999157e+00,1.062623599721780776e+00,-1.905929714850282730e+00,-1.385164905824559867e+00,2.815486918671632921e+00,4.412317904965766258e-01
-8.416856305132360827e-01,1.538917715745607762e+00,1.272526062981905515e+00,-7.939140281348121553e-01,-1.097825424062678579e+00,1.318556789442224542e+00,6.380335421079784686e-01
-1.063725334929745303e+00,1.611411219423234620e+00,1.276171700932404729e+00,-8.874369028321265063e-01,-6.914661424942188939e-01,1.492330588549227066e+00,-2.431723530440884351e-01
-1.431234547650477307e+00,1.417540281852389894e+00,1.232354845069955740e+00,-2.015332580582584132e+00,-2.286200937147166101e+00,1.960932404784028193e+00,1.395514535894276431e+00
-1.232969878946872377e+00,1.012510384994637969e+00,7.759923257636943683e-01,-1.853772679211315833e+00,7.210940993986917347e-01,2.659232195276684863e+00,1.478899110287289487e+00
-1.373088310460683026e+00,1.168942142352723090e+00,9.886966945287076758e-01,-2.095600332388775744e+00,3.277455035256723326e-01,3.349639691004906883e+00,1.280539583893946620e+00
-7.725197455493295617e-01,7.364956992487644571e-01,4.079657856524281367e-01,-1.970575607411190200e+00,2.873863856100107306e-01,2.939911492332997422e+00,2.306005514050113447e+00
-8.690044927907555339e-01,9.900319710848157762e-01,4.050295126472949203e-01,-1.460387241933973179e+00,4.569871218183590433e-01,2.077157341892856834e+00,3.522171886219491177e-01
-2.672774984174154600e+00,-9.262580086927377776e-01,2.405338504529440424e+00,-1.941348207681742544e+00,2.117356508970260620e-01,2.866170136066454877e+00,1.155372085454538178e+00
-2.675525126146779620e+00,-9.256448159681882615e-01,2.432394692950621273e+00,-1.944080909991890316e+00,8.257399727303409431e-01,2.907191201784608658e+00,1.262771599843270032e+00
-2.851372238902919243e+00,-1.056054312076853074e+00,2.209871891958927748e+00,-1.826054635523585601e+00,1.830619845915308685e+00,1.867096775365183259e+00,1.100262917536555030e+00
-2.614914881985244133e+00,-1.011782015934324930e+00,2.216884719025038475e+00,-1.952524681492958436e+00,1.971482249838303558e+00,2.399360568526221815e+00,7.540871986813357797e-01
-2.756296895251074908e+00,-1.191288718391985357e+00,2.214001442668142250e+00,-1.392083241512898084e+00,6.479074749725678428e-01,1.951127386366134475e+00,1.687231191510898842e+00
1.705381693677571198e+00,-1.217678814159678824e+00,-2.172201301176503563e+00,-1.908884101543613099e+00,-3.384612853380632447e-01,2.799963743478332212e+00,9.298394616021908587e-02
2.044200584850813129e+00,-1.192023106339695993e+00,-2.276569473801997479e+00,-1.376801655059244345e+00,-3.717408981285916791e-01,1.998066369061346048e+00,7.868083225554804994e-01
2.376977800372593652e+00,-1.308885492625989189e+00,-2.308078305434470678e+00,-9.272534752186335494e-01,-7.134971885541711023e-01,1.513920935389028610e+00,1.407426032571694963e+00
2.013133620903802434e+00,-9.228343544055823688e-01,-2.332968806926488448e+00,-1.946180949489717538e+00,-2.017799627003137530e+00,2.520702820348566853e+00,2.144821325723601291e+00
6.622700307177306067e-01,1.143485851916291152e+00,-1.018925323989159804e+00,-2.041377600292020311e+00,-6.673495506929608689e-01,3.281579064885774777e+00,2.336740001558756052e+00
7.251210309580609081e-01,1.393917084643033544e+00,-1.139873834844221001e+00,-1.631611940939930339e+00,7.215152784122111917e-01,2.248369954097356072e+00,2.374813134305961970e+00
6.232042645348495613e-01,1.228734046099460686e+00,-1.136796184272112820e+00,-1.946970258135281018e+00,2.024041806451875036e+00,2.063738794888270611e+00,2.374643209985768610e+00
1.180365939051836455e-01,1.327086799504464176e+00,-1.074144988096452646e+00,-1.312208617660040932e+00,1.558640915467701005e+00,1.396184877978371208e+00,2.374620589965739104e+00
-2.797191103261452150e-01,1.096926845194788447e+00,-2.350974057817617757e-01,-1.051902885305688651e+00,4.052407044237558154e-01,1.674630523880987321e+00,7.910527002715523892e-01
