3.305792513759718831e-01,-2.920763336000422594e-01,1.722923012479056881e+00,9.049495952599773130e-01,1.497425173498777573e+00,-1.556184627158067935e+00
3.305427660690377634e-01,-2.920827251866584540e-01,1.722988526241872931e+00,9.050715680379030070e-01,1.497484295674977206e+00,-2.715521500271286026e+00
5.113381145717920129e-01,-7.697419719810905114e-01,1.499584997142831888e+00,7.417753184258413235e-01,1.831270525635622537e+00,-2.715499396034238622e+00
8.507414839036324672e-01,-6.309007317108994428e-01,1.999326643063982889e+00,5.672309416337211196e-01,1.561807092851443146e+00,-2.715454921244034203e+00
8.511891612828748066e-01,-6.309108517230417323e-01,1.999531173835700892e+00,5.672237510987778730e-01,1.561984459380042489e+00,2.198143868979412219e-01
7.091997982881010909e-01,-9.588924557717503072e-01,1.649200854551265305e+00,6.013822541884611406e-01,1.845936553758688925e+00,2.198253058584105635e-01
1.624171401362264622e-01,-5.270465039455154432e-01,1.400014197674731342e+00,1.029688864925980774e+00,1.743874633406928165e+00,1.049570161411749414e+00
1.060531998774624507e-01,2.717878397836006044e-01,2.164100148132711343e+00,9.843892937320599668e-01,9.820182814135623994e-01,1.049518229770492805e+00
1.075941048841822928e-01,2.717681323915340230e-01,2.164127312375830225e+00,9.846148634763897123e-01,9.743025711033848069e-01,-2.801720035273880804e-01
4.950241223661846490e-01,2.538407971975566446e-01,2.289670856691037759e+00,6.658531231215354396e-01,1.057604119472191462e+00,-2.801682751018619855e-01
4.963141575982190634e-01,2.538394656170115948e-01,2.294558822555769151e+00,6.660677739053958435e-01,1.057419029776430763e+00,-1.442874579626248543e+00
4.773372706186414516e-01,-5.786228795126440172e-01,1.604576927325897628e+00,7.913729653030410205e-01,1.694535845787684236e+00,-1.442774977401479530e+00
4.798859157818472498e-01,-5.786372605825303994e-01,1.606955130179338331e+00,7.911881419233895985e-01,1.698005412055839436e+00,-2.234314123956541387e+00
6.934285583126519326e-01,-7.841810987792821042e-01,1.718646508400607731e+00,6.431534032541360579e-01,1.740364587090203807e+00,-2.234395616685898034e+00
4.873369078796709331e-01,-2.123498126785581391e-02,2.058052008261320065e+00,7.567297668949632961e-01,1.265744806047879312e+00,-2.207915539651131187e+00
4.726636892216613539e-01,-2.121261071469914689e-02,2.050834309074987427e+00,7.608797708216338274e-01,1.255158740714814369e+00,-3.934857794847335666e-01
5.173653807508593605e-01,-2.076790009691117600e+00,-1.684265631359902704e+00,-8.033867512964975033e-01,2.456570096941867565e+00,-3.935598153630377460e-01
5.140619957347251079e-01,-2.076756453861382745e+00,-1.683255228042326523e+00,-7.957781000621411138e-01,2.456178079629407929e+00,-1.442923049158088000e+00
5.587660841089041597e-01,-2.133971806720644793e+00,-1.698530054790585053e+00,-7.890871741394260841e-01,2.413870569920190778e+00,-5.033044228274590193e-01
7.059086638129812297e-01,-2.133676728471864070e+00,-2.044814499746972380e+00,-7.619005604674611298e-01,2.282191635085659254e+00,-5.034482335263232855e-01
7.058892227370235917e-01,-2.133677261104082401e+00,-2.043315140053257650e+00,-7.620816554215865679e-01,2.289027436971674323e+00,1.371368704357621038e+00
