5.340644123666240528e-01,-2.277404904554187204e-01,4.490469350459607573e-02,4.285814978204282449e-02,9.319020670602233825e-01,2.891777407180578519e-01,-2.146920443287532454e-01
5.416977300527071604e-01,-2.222303283129221929e-01,3.917499998975414871e-02,6.457996720009145930e-02,8.647551161183141266e-01,3.482007434975191718e-01,-3.560599184290775820e-01
5.439688206510644441e-01,-2.379845120260402624e-01,3.413514840574327636e-02,-2.150086374348954277e-01,8.729307821980453186e-01,3.067706353307056433e-01,-3.124892076113378603e-01
5.352457875415886912e-01,-2.146332580207149232e-01,4.205659257497898484e-02,2.044395999089284599e-01,8.550831063781784147e-01,3.772875714534166813e-01,-2.910080226236069767e-01
5.235123124150288243e-01,-2.253885716186878885e-01,4.844471086339796617e-02,1.216089590299528067e-01,9.595101522722099263e-01,2.428055863546064175e-01,-7.477870342334094755e-02
5.102247506556424339e-01,-2.200662691799520898e-01,4.787637188296479940e-02,2.501603687014983257e-01,9.475210172923864693e-01,1.804456413196433573e-01,8.401246565287093238e-02
5.106884962205179290e-01,-2.460595491251373335e-01,4.035376341442463433e-02,-1.813376721291881100e-01,9.716863977340076675e-01,8.231442104846220520e-02,1.271286017122281176e-01
5.145512543056676158e-01,-2.525501125804463509e-01,3.416922366672769940e-02,-3.236949601592213344e-01,9.354354653308583067e-01,9.580037881177559667e-02,1.048784372817473248e-01
5.365822541502368592e-01,-2.408270690456119634e-01,3.937075496899525295e-02,-1.739588614214146456e-01,9.285540043444665548e-01,2.460378774030131666e-01,-2.167625133593865938e-01
5.113196638597921062e-01,-2.269615030340120521e-01,4.856821361743003662e-02,1.484457254301093376e-01,9.722311120311940558e-01,1.626928719143405089e-01,7.909875311973568746e-02
4.985598864111505102e-01,-2.341902001211738360e-01,4.173524042754049590e-02,2.535454114056085589e-02,9.615754254994612893e-01,2.807397693586287032e-02,2.719133735905007732e-01
4.997996884613798985e-01,-2.453605166026820994e-01,3.504087428650300151e-02,-1.855605914535079781e-01,9.391280126459801147e-01,1.520668431217093303e-02,2.887382637535005903e-01
5.288813549735091879e-01,-2.286763539011267554e-01,4.699882065773622331e-02,6.331570265939864828e-02,9.522445597362340086e-01,2.609375167413643393e-01,-1.453542496148930718e-01
5.225530619611586935e-01,-2.131702020214557014e-01,4.621261345281758165e-02,2.971400299888910523e-01,8.884356967360081958e-01,3.304833643218238470e-01,-1.147391908822671114e-01
5.397862854046936443e-01,-2.417589570593156323e-01,3.585936904967263611e-02,-2.329914987220971789e-01,9.010161406272381157e-01,2.698837114270453696e-01,-2.470676284150333524e-01
5.469202060043879543e-01,-2.249477338824744654e-01,3.403024852214004553e-02,-2.031131676938254665e-02,8.315296070514882620e-01,3.510024334623185749e-01,-4.300436998302552549e-01
