1.552343816233955565e+00,-6.546603896921503463e-01,1.586070088278719092e+00,-1.478919932348252919e+00,-1.328939754502696635e+00,-8.069415387195353340e-01
1.549751495228872455e+00,-6.546524002088801586e-01,1.585185918796812699e+00,-1.478231771522576565e+00,-1.328288345300063122e+00,6.663969406161296405e-01
1.500028147148221080e+00,-9.329639193987389056e-01,1.221202637867977003e+00,-1.429621624777578148e+00,-1.677561922263955285e+00,6.663117194612471206e-01
9.879571306444391299e-01,-1.020386443238334051e+00,1.248421742105240817e+00,-9.897414485747921820e-01,-1.697520716737445090e+00,6.662858867986732880e-01
1.948761203446648382e+00,-7.185464284498431775e-01,1.674990906547592751e+00,9.190236026727190977e-01,1.308255514948269083e+00,6.663633847863945636e-01
1.728458659120895691e+00,-2.360359674137228747e-01,2.184102085815860406e+00,8.888816791390933281e-01,6.898066592301441702e-01,6.663857553395512445e-01
1.564570921430727291e+00,-7.372993435817452035e-01,1.480308504540620351e+00,1.252188517151048952e+00,1.410221561500786924e+00,6.664006690416557355e-01
1.545985785447500316e+00,-9.306693398035266185e-01,1.230907729512443760e+00,1.271404023364297586e+00,1.651976933671563952e+00,6.664006690416557355e-01
2.225500392328924271e+00,-7.222578097449776635e-01,1.910483056466721452e+00,6.649950526183119326e-01,1.201758898749308413e+00,6.664006690416557355e-01
2.200437915942406786e+00,-7.167333483797172500e-01,1.892776763643220672e+00,6.808738843018002918e-01,1.216964483309224798e+00,2.151212578985600032e+00
8.833596146188139597e-01,-5.469525678294216986e-01,1.904115438300342023e+00,-8.230201074847797171e-01,-1.083477262094529214e+00,2.151171566304812544e+00
8.833668051537572063e-01,-5.469307299084830154e-01,1.902581990144674329e+00,-8.226206333212677801e-01,-1.087165207572070802e+00,8.785177214409408686e-01
-1.953476063840524635e+00,1.560838767479090228e-01,-2.222214584175984609e+00,2.104928969768895097e+00,-6.433675214057783531e-01,8.785323688269363052e-01
-1.949936722751809404e+00,1.560817462190369764e-01,-2.220880340469854719e+00,2.104566247228425890e+00,-6.469409509564467697e-01,-2.464531883336768259e-01
-1.838503671156277886e+00,6.744293007799175843e-01,-1.514010275503355096e+00,1.800925402910823703e+00,-1.408164535874809831e+00,-2.464201651361598577e-01
-1.314349892786806473e+00,6.737528578630375131e-01,-1.652701313488065482e+00,1.342836129070730022e+00,-1.329020714599834951e+00,-2.464308177805201727e-01
-1.023479438528352103e+00,6.741363530600088527e-01,-1.890909887719075089e+00,1.070313256826267434e+00,-1.215370315080703367e+00,-2.464233609294679550e-01
